ID_Org,Nom_Org,ID_Dest,Nom_Dest,Dist_KM
008,Escobedo,017,Matamoros,320.4610
008,Escobedo,018,Monclova,62.7590
008,Escobedo,019,Morelos,171.3440
008,Escobedo,020,Múzquiz,119.3840
008,Escobedo,021,Nadadores,32.0650
008,Escobedo,022,Nava,176.1630
008,Escobedo,023,Ocampo,134.5740
008,Escobedo,024,Parras,324.6290
008,Escobedo,025,Piedras Negras,219.4200
008,Escobedo,026,Progreso,63.6660
008,Escobedo,027,Ramos Arizpe,246.6830
008,Escobedo,028,Sabinas,93.5220
008,Escobedo,029,Sacramento,48.8520
008,Escobedo,030,Saltillo,260.8160
008,Escobedo,031,San Buenaventura,26.6450
008,Escobedo,032,San Juan de Sabinas,107.0710
008,Escobedo,033,San Pedro,270.5930
008,Escobedo,034,Sierra Mojada,280.2430
008,Escobedo,035,Torreón,332.0900
008,Escobedo,036,Viesca,330.9640
008,Escobedo,037,Villa Unión,180.8700
008,Escobedo,038,Zaragoza,180.8770
009,Francisco I. Madero,001,Abasolo,295.1160
009,Francisco I. Madero,002,Acuña,575.9380
009,Francisco I. Madero,003,Allende,458.8770
009,Francisco I. Madero,004,Arteaga,264.3910
009,Francisco I. Madero,005,Candela,393.4210
009,Francisco I. Madero,006,Castaños,311.4790
009,Francisco I. Madero,007,Cuatro Ciénegas,216.7640
009,Francisco I. Madero,008,Escobedo,302.0080
009,Francisco I. Madero,010,Frontera,292.6590
009,Francisco I. Madero,011,General Cepeda,234.0240
009,Francisco I. Madero,012,Guerrero,515.9850
009,Francisco I. Madero,013,Hidalgo,586.7610
009,Francisco I. Madero,014,Jiménez,556.8040
009,Francisco I. Madero,015,Juárez,399.1850
009,Francisco I. Madero,016,Lamadrid,249.5610
009,Francisco I. Madero,017,Matamoros,44.9590
009,Francisco I. Madero,018,Monclova,296.8080
009,Francisco I. Madero,019,Morelos,466.8110
009,Francisco I. Madero,020,Múzquiz,414.8510
009,Francisco I. Madero,021,Nadadores,269.7330
009,Francisco I. Madero,022,Nava,471.6310
009,Francisco I. Madero,023,Ocampo,266.4680
009,Francisco I. Madero,024,Parras,154.8120
009,Francisco I. Madero,025,Piedras Negras,514.8870
009,Francisco I. Madero,026,Progreso,359.1330
009,Francisco I. Madero,027,Ramos Arizpe,262.6270
009,Francisco I. Madero,028,Sabinas,388.9890
009,Francisco I. Madero,029,Sacramento,252.5210
009,Francisco I. Madero,030,Saltillo,249.7820
009,Francisco I. Madero,031,San Buenaventura,276.2090
009,Francisco I. Madero,032,San Juan de Sabinas,402.5380
009,Francisco I. Madero,033,San Pedro,31.6740
009,Francisco I. Madero,034,Sierra Mojada,221.9560
009,Francisco I. Madero,035,Torreón,34.7510
009,Francisco I. Madero,036,Viesca,96.2810
009,Francisco I. Madero,037,Villa Unión,476.3370
009,Francisco I. Madero,038,Zaragoza,476.3440
010,Frontera,001,Abasolo,36.1620
010,Frontera,002,Acuña,306.0110
010,Frontera,003,Allende,188.9490
010,Frontera,004,Arteaga,202.8420
010,Frontera,005,Candela,98.9770
010,Frontera,006,Castaños,17.2640
010,Frontera,007,Cuatro Ciénegas,76.2250
010,Frontera,008,Escobedo,43.0530
010,Frontera,009,Francisco I. Madero,293.9010
010,Frontera,011,General Cepeda,197.1850
010,Frontera,012,Guerrero,246.0580
010,Frontera,013,Hidalgo,271.7120
010,Frontera,014,Jiménez,286.8770
010,Frontera,015,Juárez,129.2580
010,Frontera,016,Lamadrid,51.4630
010,Frontera,017,Matamoros,311.8160
010,Frontera,018,Monclova,4.4780
010,Frontera,019,Morelos,196.8840
010,Frontera,020,Múzquiz,144.9240
010,Frontera,021,Nadadores,23.4190
010,Frontera,022,Nava,201.7030
010,Frontera,023,Ocampo,125.9280
010,Frontera,024,Parras,263.3210
010,Frontera,025,Piedras Negras,244.9600
010,Frontera,026,Progreso,89.2060
010,Frontera,027,Ramos Arizpe,185.3750
010,Frontera,028,Sabinas,119.0620
010,Frontera,029,Sacramento,40.2060
010,Frontera,030,Saltillo,199.5090
010,Frontera,031,San Buenaventura,19.5690
010,Frontera,032,San Juan de Sabinas,132.6110
010,Frontera,033,San Pedro,261.9480
010,Frontera,034,Sierra Mojada,271.5970
010,Frontera,035,Torreón,323.4440
010,Frontera,036,Viesca,322.3190
010,Frontera,037,Villa Unión,206.4100
010,Frontera,038,Zaragoza,206.4170
011,General Cepeda,001,Abasolo,235.1100
011,General Cepeda,002,Acuña,498.1560
011,General Cepeda,003,Allende,381.0940
011,General Cepeda,004,Arteaga,80.6250
011,General Cepeda,005,Candela,286.2460
011,General Cepeda,006,Castaños,181.4380
011,General Cepeda,007,Cuatro Ciénegas,275.1730
011,General Cepeda,008,Escobedo,258.6210
011,General Cepeda,009,Francisco I. Madero,232.7190
011,General Cepeda,010,Frontera,197.8020
011,General Cepeda,012,Guerrero,478.2990
011,General Cepeda,013,Hidalgo,402.9950
011,General Cepeda,014,Jiménez,479.0220
011,General Cepeda,015,Juárez,321.4030
011,General Cepeda,016,Lamadrid,250.4110
011,General Cepeda,017,Matamoros,219.7640
011,General Cepeda,018,Monclova,193.5100
011,General Cepeda,019,Morelos,389.0290
011,General Cepeda,020,Múzquiz,337.0690
011,General Cepeda,021,Nadadores,222.3670
011,General Cepeda,022,Nava,393.8480
011,General Cepeda,023,Ocampo,324.8760
011,General Cepeda,024,Parras,79.8000
011,General Cepeda,025,Piedras Negras,437.1050
011,General Cepeda,026,Progreso,281.3510
011,General Cepeda,027,Ramos Arizpe,78.8610
011,General Cepeda,028,Sabinas,311.2070
011,General Cepeda,029,Sacramento,239.1540
011,General Cepeda,030,Saltillo,66.0150
011,General Cepeda,031,San Buenaventura,218.5170
011,General Cepeda,032,San Juan de Sabinas,324.7560
011,General Cepeda,033,San Pedro,199.7090
011,General Cepeda,034,Sierra Mojada,432.3280
011,General Cepeda,035,Torreón,242.5710
011,General Cepeda,036,Viesca,222.0710
011,General Cepeda,037,Villa Unión,398.5540
011,General Cepeda,038,Zaragoza,398.5620
012,Guerrero,001,Abasolo,221.3330
012,Guerrero,002,Acuña,139.1540
012,Guerrero,003,Allende,60.0220
012,Guerrero,004,Arteaga,419.3070
012,Guerrero,005,Candela,247.1390
012,Guerrero,006,Castaños,258.4720
012,Guerrero,007,Cuatro Ciénegas,299.0680
012,Guerrero,008,Escobedo,220.7380
012,Guerrero,009,Francisco I. Madero,516.7440
012,Guerrero,010,Frontera,244.4190
012,Guerrero,011,General Cepeda,477.4630
012,Guerrero,013,Hidalgo,79.6270
012,Guerrero,014,Jiménez,93.8730
012,Guerrero,015,Juárez,177.2350
012,Guerrero,016,Lamadrid,274.3060
012,Guerrero,017,Matamoros,534.6590
012,Guerrero,018,Monclova,242.6590
012,Guerrero,019,Morelos,85.8630
012,Guerrero,020,Múzquiz,153.3830
012,Guerrero,021,Nadadores,246.2620
012,Guerrero,022,Nava,74.7610
012,Guerrero,023,Ocampo,348.7710
012,Guerrero,024,Parras,504.5300
012,Guerrero,025,Piedras Negras,51.0270
012,Guerrero,026,Progreso,206.1690
012,Guerrero,027,Ramos Arizpe,405.6090
012,Guerrero,028,Sabinas,128.7880
012,Guerrero,029,Sacramento,263.0490
012,Guerrero,030,Saltillo,419.7430
012,Guerrero,031,San Buenaventura,240.8430
012,Guerrero,032,San Juan de Sabinas,118.6680
012,Guerrero,033,San Pedro,484.7910
012,Guerrero,034,Sierra Mojada,494.4400
012,Guerrero,035,Torreón,546.2870
012,Guerrero,036,Viesca,545.1620
012,Guerrero,037,Villa Unión,39.8460
012,Guerrero,038,Zaragoza,95.3960
013,Hidalgo,001,Abasolo,275.3780
013,Hidalgo,002,Acuña,217.8800
013,Hidalgo,003,Allende,141.1020
013,Hidalgo,004,Arteaga,344.0010
013,Hidalgo,005,Candela,171.8330
013,Hidalgo,006,Castaños,284.2070
013,Hidalgo,007,Cuatro Ciénegas,348.6590
013,Hidalgo,008,Escobedo,274.7830
013,Hidalgo,009,Francisco I. Madero,584.8010
013,Hidalgo,010,Frontera,270.2890
013,Hidalgo,011,General Cepeda,402.1570
013,Hidalgo,012,Guerrero,79.6250
013,Hidalgo,014,Jiménez,172.6000
013,Hidalgo,015,Juárez,177.3430
013,Hidalgo,016,Lamadrid,323.8970
013,Hidalgo,017,Matamoros,571.8450
013,Hidalgo,018,Monclova,268.6310
013,Hidalgo,019,Morelos,164.5890
013,Hidalgo,020,Múzquiz,261.0240
013,Hidalgo,021,Nadadores,295.8530
013,Hidalgo,022,Nava,153.4870
013,Hidalgo,023,Ocampo,398.3620
013,Hidalgo,024,Parras,485.6760
013,Hidalgo,025,Piedras Negras,129.7540
013,Hidalgo,026,Progreso,211.1510
013,Hidalgo,027,Ramos Arizpe,330.3030
013,Hidalgo,028,Sabinas,236.4300
013,Hidalgo,029,Sacramento,312.6400
013,Hidalgo,030,Saltillo,344.4370
013,Hidalgo,031,San Buenaventura,294.8880
013,Hidalgo,032,San Juan de Sabinas,226.3100
013,Hidalgo,033,San Pedro,551.7910
013,Hidalgo,034,Sierra Mojada,544.0310
013,Hidalgo,035,Torreón,594.6530
013,Hidalgo,036,Viesca,574.1520
013,Hidalgo,037,Villa Unión,120.9260
013,Hidalgo,038,Zaragoza,174.1220
014,Jiménez,001,Abasolo,262.0780
014,Jiménez,002,Acuña,46.3190
014,Jiménez,003,Allende,101.1530
014,Jiménez,004,Arteaga,484.7960
014,Jiménez,005,Candela,340.1060
014,Jiménez,006,Castaños,299.2180
014,Jiménez,007,Cuatro Ciénegas,339.8130
014,Jiménez,008,Escobedo,261.4830
014,Jiménez,009,Francisco I. Madero,557.4890
014,Jiménez,010,Frontera,285.1640
014,Jiménez,011,General Cepeda,479.1380
014,Jiménez,012,Guerrero,93.8660
014,Jiménez,013,Hidalgo,172.5940
014,Jiménez,015,Juárez,217.9800
014,Jiménez,016,Lamadrid,315.0510
014,Jiménez,017,Matamoros,575.4040
014,Jiménez,018,Monclova,283.4050
014,Jiménez,019,Morelos,97.6930
014,Jiménez,020,Múzquiz,194.1280
014,Jiménez,021,Nadadores,287.0070
014,Jiménez,022,Nava,86.5910
014,Jiménez,023,Ocampo,389.5170
014,Jiménez,024,Parras,545.2750
014,Jiménez,025,Piedras Negras,47.5770
014,Jiménez,026,Progreso,246.9140
014,Jiménez,027,Ramos Arizpe,467.3290
014,Jiménez,028,Sabinas,169.5340
014,Jiménez,029,Sacramento,303.7950
014,Jiménez,030,Saltillo,481.4630
014,Jiménez,031,San Buenaventura,281.5880
014,Jiménez,032,San Juan de Sabinas,159.4140
014,Jiménez,033,San Pedro,525.5360
014,Jiménez,034,Sierra Mojada,535.1860
014,Jiménez,035,Torreón,587.0330
014,Jiménez,036,Viesca,585.9070
014,Jiménez,037,Villa Unión,111.1580
014,Jiménez,038,Zaragoza,98.6890
015,Juárez,001,Abasolo,104.2790
015,Juárez,002,Acuña,236.8100
015,Juárez,003,Allende,119.7490
015,Juárez,004,Arteaga,326.9970
015,Juárez,005,Candela,173.0160
015,Juárez,006,Castaños,141.4180
015,Juárez,007,Cuatro Ciénegas,182.0140
015,Juárez,008,Escobedo,103.6840
015,Juárez,009,Francisco I. Madero,399.6900
015,Juárez,010,Frontera,127.3650
015,Juárez,011,General Cepeda,321.3390
015,Juárez,012,Guerrero,176.8570
015,Juárez,013,Hidalgo,178.2310
015,Juárez,014,Jiménez,217.6770
015,Juárez,016,Lamadrid,157.2520
015,Juárez,017,Matamoros,417.6050
015,Juárez,018,Monclova,125.6060
015,Juárez,019,Morelos,127.6840
015,Juárez,020,Múzquiz,97.9460
015,Juárez,021,Nadadores,129.2080
015,Juárez,022,Nava,132.5030
015,Juárez,023,Ocampo,231.7180
015,Juárez,024,Parras,387.4760
015,Juárez,025,Piedras Negras,175.7600
015,Juárez,026,Progreso,40.0520
015,Juárez,027,Ramos Arizpe,309.5300
015,Juárez,028,Sabinas,48.4300
015,Juárez,029,Sacramento,145.9960
015,Juárez,030,Saltillo,323.6630
015,Juárez,031,San Buenaventura,123.7890
015,Juárez,032,San Juan de Sabinas,63.4110
015,Juárez,033,San Pedro,367.7370
015,Juárez,034,Sierra Mojada,377.3870
015,Juárez,035,Torreón,429.2340
015,Juárez,036,Viesca,428.1080
015,Juárez,037,Villa Unión,137.2090
015,Juárez,038,Zaragoza,137.2170
016,Lamadrid,001,Abasolo,53.8710
016,Lamadrid,002,Acuña,334.6930
016,Lamadrid,003,Allende,217.6320
016,Lamadrid,004,Arteaga,255.8120
016,Lamadrid,005,Candela,152.1760
016,Lamadrid,006,Castaños,70.2340
016,Lamadrid,007,Cuatro Ciénegas,33.0480
016,Lamadrid,008,Escobedo,60.7630
016,Lamadrid,009,Francisco I. Madero,250.7230
016,Lamadrid,010,Frontera,51.4140
016,Lamadrid,011,General Cepeda,250.1540
016,Lamadrid,012,Guerrero,274.7400
016,Lamadrid,013,Hidalgo,324.9120
016,Lamadrid,014,Jiménez,315.5590
016,Lamadrid,015,Juárez,157.9400
016,Lamadrid,017,Matamoros,268.6390
016,Lamadrid,018,Monclova,55.5630
016,Lamadrid,019,Morelos,225.5660
016,Lamadrid,020,Múzquiz,173.6060
016,Lamadrid,021,Nadadores,28.4880
016,Lamadrid,022,Nava,230.3860
016,Lamadrid,023,Ocampo,82.7510
016,Lamadrid,024,Parras,340.9870
016,Lamadrid,025,Piedras Negras,273.6420
016,Lamadrid,026,Progreso,117.8880
016,Lamadrid,027,Ramos Arizpe,238.3450
016,Lamadrid,028,Sabinas,147.7440
016,Lamadrid,029,Sacramento,11.2760
016,Lamadrid,030,Saltillo,252.4790
016,Lamadrid,031,San Buenaventura,34.9640
016,Lamadrid,032,San Juan de Sabinas,161.2930
016,Lamadrid,033,San Pedro,218.7710
016,Lamadrid,034,Sierra Mojada,228.4200
016,Lamadrid,035,Torreón,280.2670
016,Lamadrid,036,Viesca,279.1420
016,Lamadrid,037,Villa Unión,235.0920
016,Lamadrid,038,Zaragoza,235.0990
017,Matamoros,001,Abasolo,324.4020
017,Matamoros,002,Acuña,605.2240
017,Matamoros,003,Allende,488.1630
017,Matamoros,004,Arteaga,254.3220
017,Matamoros,005,Candela,422.7070
017,Matamoros,006,Castaños,338.0370
017,Matamoros,007,Cuatro Ciénegas,246.0500
017,Matamoros,008,Escobedo,331.2940
017,Matamoros,009,Francisco I. Madero,44.4830
017,Matamoros,010,Frontera,321.9450
017,Matamoros,011,General Cepeda,223.9550
017,Matamoros,012,Guerrero,545.2710
017,Matamoros,013,Hidalgo,576.6920
017,Matamoros,014,Jiménez,586.0900
017,Matamoros,015,Juárez,428.4710
017,Matamoros,016,Lamadrid,278.8470
017,Matamoros,018,Monclova,326.0940
017,Matamoros,019,Morelos,496.0970
017,Matamoros,020,Múzquiz,444.1370
017,Matamoros,021,Nadadores,299.0190
017,Matamoros,022,Nava,500.9170
017,Matamoros,023,Ocampo,295.7540
017,Matamoros,024,Parras,144.7430
017,Matamoros,025,Piedras Negras,544.1730
017,Matamoros,026,Progreso,388.4190
017,Matamoros,027,Ramos Arizpe,252.5580
017,Matamoros,028,Sabinas,418.2750
017,Matamoros,029,Sacramento,281.8070
017,Matamoros,030,Saltillo,239.7120
017,Matamoros,031,San Buenaventura,305.4950
017,Matamoros,032,San Juan de Sabinas,431.8240
017,Matamoros,033,San Pedro,61.1230
017,Matamoros,034,Sierra Mojada,278.3220
017,Matamoros,035,Torreón,24.6450
017,Matamoros,036,Viesca,54.1940
017,Matamoros,037,Villa Unión,505.6230
017,Matamoros,038,Zaragoza,505.6300
018,Monclova,001,Abasolo,39.9920
018,Monclova,002,Acuña,301.9950
018,Monclova,003,Allende,184.9330
018,Monclova,004,Arteaga,199.4360
018,Monclova,005,Candela,96.0160
018,Monclova,006,Castaños,13.8580
018,Monclova,007,Cuatro Ciénegas,80.0550
018,Monclova,008,Escobedo,62.4600
018,Monclova,009,Francisco I. Madero,297.7310
018,Monclova,010,Frontera,4.9150
018,Monclova,011,General Cepeda,193.7790
018,Monclova,012,Guerrero,242.0410
018,Monclova,013,Hidalgo,268.7520
018,Monclova,014,Jiménez,282.8610
